event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
27220837809,true,2002-12-04 00:00:00.000,15.641,2.782,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571245.2383983647,307516.3573721256,"33N"
27220837810,true,2002-12-04 00:00:00.000,15.634,2.78,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570467.2959758501,307294.85829519085,"33N"
27220837811,true,2002-12-05 00:00:00.000,15.657,2.805,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573022.2469355066,310059.7543230528,"33N"
27220837812,true,2002-12-05 00:00:00.000,15.698,2.812,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",577578.9481446131,310836.1779997964,"33N"
27220837813,true,2002-12-05 00:00:00.000,15.671,2.812,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574577.9030492875,310834.4190122728,"33N"
27220837814,true,2002-12-06 00:00:00.000,15.664,2.801,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573800.5470528116,309618.0327213466,"33N"
27220837815,true,2002-12-06 00:00:00.000,15.723,2.817,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",580357.366497189,311390.5762695585,"33N"
27220837816,true,2002-12-06 00:00:00.000,15.663,2.818,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573688.3307874537,311497.1519845275,"33N"
27220837817,true,2002-12-08 00:00:00.000,15.668,2.788,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574245.9656430895,308181.26252734347,"33N"
27220837818,true,2002-12-08 00:00:00.000,15.656,2.792,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572911.90042168,308622.67263195576,"33N"
27220837819,true,2002-12-09 00:00:00.000,15.591,2.831,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",565684.9460164882,312929.848544856,"33N"
27220837820,true,2002-12-09 00:00:00.000,15.591,2.831,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",565684.9460164882,312929.848544856,"33N"
27220837821,true,2002-12-12 00:00:00.000,15.675,2.807,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575022.8204316224,310281.9732327881,"33N"
27220837822,true,2002-12-12 00:00:00.000,15.671,2.805,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574578.3470837846,310060.6368735609,"33N"
27220837823,true,2002-12-12 00:00:00.000,15.67,2.811,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574466.816960288,310723.81490883685,"33N"
27220837824,true,2002-12-13 00:00:00.000,15.675,2.81,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575022.6289964303,310613.5944218457,"33N"
27220837825,true,2002-12-13 00:00:00.000,15.714,2.814,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",579357.2181256368,311058.33574854274,"33N"
27220837826,true,2002-12-14 00:00:00.000,15.38,2.856,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542232.6261222045,315683.4139282515,"33N"
27220837827,true,2002-12-14 00:00:00.000,15.669,2.791,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574356.9289051942,308512.9462852645,"33N"
27220837828,true,2002-12-15 00:00:00.000,15.648,2.788,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572022.9361045101,308180.02068426466,"33N"
27220837829,true,2002-12-15 00:00:00.000,15.68,2.784,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575580.0427798145,307739.8638804359,"33N"
27220837830,true,2002-12-16 00:00:00.000,15.674,2.791,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574912.6864007442,308513.2634569697,"33N"
27220837831,true,2002-12-16 00:00:00.000,15.678,2.774,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575358.3723506638,306634.3318155414,"33N"
27220837832,true,2002-12-17 00:00:00.000,15.641,2.8,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571244.1544471255,309506.0703324576,"33N"
27220837833,true,2002-12-17 00:00:00.000,15.635,2.804,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570577.0154369543,309947.86555690586,"33N"
27220837834,true,2002-12-18 00:00:00.000,15.64,2.786,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571133.8468454463,307958.45535849157,"33N"
27220837835,true,2002-12-18 00:00:00.000,15.66,2.773,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573357.6793318441,306522.6611631774,"33N"
27220837836,true,2002-12-18 00:00:00.000,15.652,2.768,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572468.7606610055,305969.4695379882,"33N"
27220837837,true,2002-12-20 00:00:00.000,15.641,2.766,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571246.1960461459,305747.7241342389,"33N"
27220837838,true,2002-12-21 00:00:00.000,15.637,2.777,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570800.9299008793,306963.4191877152,"33N"
27220837839,true,2002-12-21 00:00:00.000,15.652,2.785,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572467.7247634042,307848.6465111061,"33N"
27220837840,true,2002-12-22 00:00:00.000,15.629,2.79,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",569910.9480931414,308399.9545991395,"33N"
27220837841,true,2002-12-23 00:00:00.000,15.657,2.799,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573022.618731891,309396.51444454555,"33N"
27220837842,true,2002-12-23 00:00:00.000,15.697,2.807,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",577468.1275999271,310283.40707751905,"33N"
27220837843,true,2002-12-24 00:00:00.000,15.646,2.812,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571799.1724012,310832.8521982771,"33N"
27220837844,true,2002-12-26 00:00:00.000,15.632,2.812,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570243.0892549097,310832.0007706834,"33N"
27220837845,true,2002-12-26 00:00:00.000,15.637,2.809,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570799.013532848,310500.68403287133,"33N"
27220837846,true,2002-12-27 00:00:00.000,15.606,2.822,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",567352.6570255662,311935.85826124484,"33N"
27220837847,true,2002-12-27 00:00:00.000,15.638,2.806,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570910.3434552015,310169.1259169153,"33N"
27220837848,true,2002-12-28 00:00:00.000,15.631,2.788,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570133.3679215699,308178.99480174907,"33N"
27220837849,true,2002-12-29 00:00:00.000,15.678,2.769,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575358.6886087499,306081.62983502506,"33N"
27220837850,true,2002-12-29 00:00:00.000,15.634,2.77,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570467.8881814036,306189.46400877903,"33N"
27220837851,true,2002-12-29 00:00:00.000,15.657,2.779,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573023.8523075653,307185.71533359546,"33N"
27220837852,true,2002-12-30 00:00:00.000,15.652,2.788,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572467.5413000295,308180.2660325373,"33N"
27220837853,true,2002-12-30 00:00:00.000,15.643,2.785,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571467.3610348767,307848.09719102137,"33N"
27220837854,true,2002-12-31 00:00:00.000,15.64,2.776,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571134.4459482505,306853.05967133906,"33N"
27220837855,true,2002-12-31 00:00:00.000,15.64,2.776,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571134.4459482505,306853.05967133906,"33N"
27220837856,true,2002-12-31 00:00:00.000,15.66,2.791,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573356.5668402647,308512.38132894447,"33N"
27220837857,true,2002-12-31 00:00:00.000,15.66,2.791,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573356.5668402647,308512.38132894447,"33N"
27220837858,true,2003-01-02 00:00:00.000,15.659,2.765,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573247.0178038471,305638.27955994627,"33N"
27220837859,true,2003-01-03 00:00:00.000,15.654,2.757,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572691.7360880782,304753.65365521173,"33N"
27220837860,true,2003-01-03 00:00:00.000,15.665,2.765,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573913.9400999952,305638.6512956133,"33N"
27220837861,true,2003-01-03 00:00:00.000,15.657,2.764,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573024.7716884039,305527.6164867285,"33N"
27220837862,true,2003-01-04 00:00:00.000,15.655,2.76,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572802.707923144,305085.33429709135,"33N"
27220837863,true,2003-01-06 00:00:00.000,15.687,2.721,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576362.1199032934,300776.25890903437,"33N"
27220837864,true,2003-01-06 00:00:00.000,15.675,2.726,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575027.9119417547,301328.20742736885,"33N"
27220837865,true,2003-01-07 00:00:00.000,15.674,2.721,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574917.063287975,300775.44410372915,"33N"
27220837866,true,2003-01-07 00:00:00.000,15.671,2.708,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574584.3862909713,299338.23655803927,"33N"
27220837867,true,2003-01-08 00:00:00.000,15.686,2.699,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576252.338301337,298344.3053821239,"33N"
27220837868,true,2003-01-09 00:00:00.000,15.692,2.679,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576920.553489748,296133.871678426,"33N"
27220837869,true,2003-01-09 00:00:00.000,15.678,2.672,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575364.7111942943,295359.2204316218,"33N"
27220837870,true,2003-01-10 00:00:00.000,15.772,2.606,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585818.6276693633,288069.58253153815,"33N"
27220837871,true,2003-01-11 00:00:00.000,15.783,2.378,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",587056.4845371656,262866.6474796015,"33N"
27220837872,true,2003-01-12 00:00:00.000,15.747,2.317,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583057.2556543282,256121.40839556578,"33N"
27220837873,true,2003-01-12 00:00:00.000,15.743,2.348,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",582610.6708789433,259547.9521019594,"33N"
27220837874,true,2003-01-12 00:00:00.000,15.766,2.345,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585168.2646792589,259217.70644832426,"33N"
27220837875,true,2003-01-13 00:00:00.000,15.719,2.328,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",579943.2128443656,257335.74463887207,"33N"
27220837876,true,2003-01-13 00:00:00.000,15.781,2.342,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",586836.3380472977,258887.00119287474,"33N"
27220837877,true,2003-01-13 00:00:00.000,15.788,2.308,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",587616.786820892,255128.99638040716,"33N"
27220837878,true,2003-01-14 00:00:00.000,15.77,2.406,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585609.2780769586,265961.01044363,"33N"
27220837879,true,2003-01-14 00:00:00.000,15.764,2.426,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584940.9101774096,268171.47304760694,"33N"
27220837880,true,2003-01-16 00:00:00.000,15.735,2.453,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",581714.9026403113,271154.29942424764,"33N"
27220837881,true,2003-01-17 00:00:00.000,15.725,2.467,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",580602.2347647634,272701.2666424541,"33N"
27220837882,true,2003-01-17 00:00:00.000,15.73,2.47,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",581157.9603242581,273033.19379726774,"33N"
27220837883,true,2003-01-18 00:00:00.000,15.73,2.587,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",581150.690338935,285966.51466026716,"33N"
27220837884,true,2003-01-18 00:00:00.000,15.745,2.581,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",582818.6523846199,285304.23352335073,"33N"
27220837885,true,2003-01-18 00:00:00.000,15.737,2.575,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",581929.6588845839,284640.4667638153,"33N"
27220837886,true,2003-01-19 00:00:00.000,15.711,2.667,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",579033.4089230213,294808.5885189885,"33N"
27220837887,true,2003-01-19 00:00:00.000,15.765,2.686,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585034.9816635514,296912.49103192135,"33N"
27220837888,true,2003-01-20 00:00:00.000,15.724,2.698,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",580476.5139510696,298236.21164900047,"33N"
27220837889,true,2003-01-21 00:00:00.000,15.67,2.717,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574472.6765521582,300333.03605397785,"33N"
27220837890,true,2003-01-21 00:00:00.000,15.686,2.706,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576251.901459761,299118.08856374,"33N"
27220837891,true,2003-01-21 00:00:00.000,15.69,2.708,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576696.4146933137,299339.42175469873,"33N"
27220837892,true,2003-01-22 00:00:00.000,15.684,2.698,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576030.0798080553,298233.6398144445,"33N"
27220837893,true,2003-01-22 00:00:00.000,15.684,2.698,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576030.0798080553,298233.6398144445,"33N"
27220837894,true,2003-01-22 00:00:00.000,15.675,2.698,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575029.6373221511,298233.0812946974,"33N"
27220837895,true,2003-01-22 00:00:00.000,15.675,2.698,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575029.6373221511,298233.0812946974,"33N"
27220837896,true,2003-01-22 00:00:00.000,15.685,2.72,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576139.8659760454,300665.59207711293,"33N"
27220837897,true,2003-01-22 00:00:00.000,15.685,2.72,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576139.8659760454,300665.59207711293,"33N"
27220837898,true,2003-01-23 00:00:00.000,15.658,2.804,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573133.4589158518,309949.2767385321,"33N"
27220837899,true,2003-01-25 00:00:00.000,15.639,2.805,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571021.5531509111,310058.64696355985,"33N"
27220837900,true,2003-01-26 00:00:00.000,15.629,2.806,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",569910.0002527619,310168.5844368349,"33N"
27220837901,true,2003-01-26 00:00:00.000,15.626,2.81,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",569576.3162320158,310610.5629334472,"33N"
27220837902,true,2003-01-27 00:00:00.000,15.61,2.809,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",567797.9973136273,310499.0835361438,"33N"
27220837903,true,2003-01-27 00:00:00.000,15.666,2.796,"0","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574023.1615570216,309065.4579399819,"33N"
27220837904,true,2003-01-27 00:00:00.000,15.609,2.8,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",567687.3662611893,309504.17495589313,"33N"
27220837905,true,2003-01-28 00:00:00.000,15.54,2.845,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",560015.8036996787,314474.61284427263,"33N"
27220837906,true,2003-01-28 00:00:00.000,15.659,2.822,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573243.4857231275,311939.06003856973,"33N"
27220837907,true,2003-01-29 00:00:00.000,15.625,2.813,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",569464.9900953509,310942.1213609829,"33N"
27220837908,true,2003-01-30 00:00:00.000,15.621,2.809,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",569020.631692253,310499.7272223331,"33N"
27220837909,true,2003-01-30 00:00:00.000,15.641,2.832,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571242.2101746763,313043.33931339765,"33N"
27220837910,true,2003-01-31 00:00:00.000,15.558,2.946,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",562010.9002668513,325639.9153637223,"33N"
27220837911,true,2003-01-31 00:00:00.000,15.582,2.959,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",564677.3738546037,327078.2822663742,"33N"
27220837912,true,2003-01-31 00:00:00.000,15.544,2.98,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",560453.1792347088,329397.43837627955,"33N"
27220837913,true,2003-02-01 00:00:00.000,15.509,3.027,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",556561.2040315741,334590.8408462649,"33N"
27220837914,true,2003-02-01 00:00:00.000,15.519,2.989,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",557674.4529193632,330390.93686410174,"33N"
27220837915,true,2003-02-03 00:00:00.000,15.486,2.993,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",554007.0044207389,330831.4079121983,"33N"
27220837916,true,2003-02-03 00:00:00.000,15.44,2.981,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",548895.6552776485,329502.8151043106,"33N"
27220837917,true,2003-02-04 00:00:00.000,15.449,2.991,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",549895.3627343974,330608.58319281583,"33N"
27220837918,true,2003-02-04 00:00:00.000,15.46,2.989,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",551117.8621247123,330388.015906335,"33N"
27220837919,true,2003-02-04 00:00:00.000,15.519,2.987,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",557674.5573091395,330169.861658839,"33N"
27220837920,true,2003-02-05 00:00:00.000,15.531,2.962,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",559009.4399016587,327407.05371523235,"33N"
27220837921,true,2003-02-05 00:00:00.000,15.434,2.979,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",548228.9705427897,329281.4781851124,"33N"
27220837922,true,2003-02-06 00:00:00.000,15.43,2.977,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",547784.5417040952,329060.2316835372,"33N"
27220837923,true,2003-02-07 00:00:00.000,15.453,2.988,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",550340.0108236417,330277.1561957007,"33N"
27220837924,true,2003-02-08 00:00:00.000,15.447,2.978,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",549673.6908578277,329171.51901142456,"33N"
27220837925,true,2003-02-08 00:00:00.000,15.447,2.98,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",549673.6012220439,329392.5918357111,"33N"
27220837926,true,2003-02-08 00:00:00.000,15.457,2.972,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",550785.2570036728,328508.7551418445,"33N"
27220837927,true,2003-02-09 00:00:00.000,15.396,2.963,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",544006.7204545873,327511.3178183382,"33N"
27220837928,true,2003-02-09 00:00:00.000,15.46,2.965,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",551118.9682972241,327735.1373398548,"33N"
27220837929,true,2003-02-10 00:00:00.000,15.379,2.97,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542117.2499699581,328284.40543442505,"33N"
27220837930,true,2003-02-11 00:00:00.000,15.444,2.973,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",549340.526001629,328618.702535219,"33N"
27220837931,true,2003-02-13 00:00:00.000,15.431,2.991,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",547895.064637899,330607.7816439684,"33N"
27220837932,true,2003-02-13 00:00:00.000,15.415,2.99,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546117.0676347818,330496.56071643694,"33N"
27220837933,true,2003-02-14 00:00:00.000,15.402,3.005,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",544671.8041454453,332154.0605249109,"33N"
27220837934,true,2003-02-14 00:00:00.000,15.418,3.002,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546449.9441409693,331823.11941053567,"33N"
27220837935,true,2003-02-15 00:00:00.000,15.446,3.01,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",549561.1236197744,332708.6396882596,"33N"
27220837936,true,2003-02-15 00:00:00.000,15.416,3.002,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546227.6916848457,331823.0346961537,"33N"
27220837937,true,2003-02-16 00:00:00.000,15.426,3.001,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",547338.9975693381,331712.92618322227,"33N"
27220837938,true,2003-02-16 00:00:00.000,15.422,3.007,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546894.2358588363,332375.9705439353,"33N"
27220837939,true,2003-02-17 00:00:00.000,15.422,3.003,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546894.4065789436,331933.826151411,"33N"
27220837940,true,2003-02-17 00:00:00.000,15.379,3.01,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542115.7243857958,332705.8249297217,"33N"
