event-id,visible,timestamp,location-long,location-lat,argos:lc,lat-upper,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
16029334561,true,2016-12-21 14:06:00.000,-20.658,74.495,"A",74.495,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510204.9484135021,8267292.690947718,"27N"
16029334562,true,2016-12-21 14:31:00.000,-20.626,74.525,"3",74.525,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511138.7318595694,8270645.444203579,"27N"
16029334564,true,2016-12-21 15:41:00.000,-20.671,74.496,"3",74.496,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509816.42741670186,8267402.069306162,"27N"
16029334566,true,2016-12-21 16:59:00.000,-20.658,74.504,"A",74.504,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510199.17282162054,8268296.7942613885,"27N"
16029334568,true,2016-12-22 14:24:00.000,-20.592,74.469,"A",74.469,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512194.20141813625,8264404.391838025,"27N"
16029334569,true,2016-12-22 14:58:00.000,-20.643,74.492,"1",74.492,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510654.53858599794,8266960.621363954,"27N"
16029334571,true,2016-12-22 16:41:00.000,-20.59,74.476,"A",74.476,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512248.591470515,8265185.765082848,"27N"
16029334572,true,2016-12-23 14:40:00.000,-20.654,74.471,"1",74.471,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510339.88374306157,8264615.777601885,"27N"
16029334573,true,2016-12-23 15:19:00.000,-20.677,74.459,"2",74.459,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509659.8286215861,8263273.108900155,"27N"
16029334574,true,2016-12-23 15:35:00.000,-20.63,74.476,"2",74.476,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511053.6219369441,8265177.927799593,"27N"
16029334576,true,2016-12-23 17:00:00.000,-20.74,74.478,"A",74.478,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",507766.45779552223,8265383.655014725,"27N"
16029334577,true,2016-12-24 14:20:00.000,-20.723,74.508,"1",74.508,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",508258.6688754742,8268732.974566978,"27N"
16029334578,true,2016-12-24 15:07:00.000,-20.597,74.486,"2",74.486,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512031.9109225996,8266299.997395629,"27N"
16029334581,true,2016-12-24 15:41:00.000,-20.565,74.497,"1",74.497,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512978.30498768744,8267533.954450458,"27N"
16029334584,true,2016-12-24 15:57:00.000,-20.548,74.487,"2",74.487,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",513493.97530596144,8266422.080731872,"27N"
16029334586,true,2016-12-25 16:37:00.000,-20.615,74.46,"2",74.46,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511513.29296153144,8263395.712400288,"27N"
16029334587,true,2016-12-26 14:23:00.000,-20.379,74.5,"A",74.5,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",518523.99512775266,8267917.92224419,"27N"
16029334588,true,2016-12-26 15:18:00.000,-20.457,74.471,"A",74.471,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",516226.9193899647,8264659.782809038,"27N"
